carat,cut,color,clarity,depth,table
0.9,Very Good,H,VVS2,59.7,62.0
1.0,Ideal,I,SI2,60.9,57.0
1.32,Premium,F,VS1,61.7,59.0
0.4,Premium,E,VS1,60.3,58.0
1.0,Fair,E,VS2,57.3,64.0
0.33,Ideal,E,VS2,61.5,55.0
0.43,Ideal,G,VS1,62.3,56.0
1.51,Ideal,I,VS2,62.6,55.0
0.3,Very Good,E,VS2,62.9,58.0
0.54,Ideal,G,VVS2,62.2,55.0
0.9,Ideal,H,SI2,62.0,57.0
0.41,Ideal,F,VVS2,62.3,56.0
2.01,Very Good,J,VS1,61.2,60.0
0.41,Good,E,SI1,63.5,57.0
2.0,Premium,G,SI2,60.4,61.0
0.79,Ideal,G,SI1,61.1,57.0
1.0,Premium,F,VS1,62.3,61.0
0.7,Ideal,J,VS2,61.8,53.0
0.52,Ideal,H,SI2,61.5,56.0
1.27,Very Good,F,SI2,61.0,61.0
0.72,Ideal,I,VVS2,61.2,59.0
0.71,Ideal,E,SI1,62.0,56.0
0.59,Very Good,H,VVS1,63.7,56.0
1.12,Very Good,E,SI2,60.9,63.0
1.03,Ideal,J,SI1,62.1,55.0
0.72,Good,F,VS2,58.0,57.0
0.31,Premium,D,SI1,61.2,60.0
0.42,Ideal,E,VS2,62.0,55.0
0.54,Very Good,F,VS1,61.0,58.0
1.33,Ideal,J,SI1,62.5,56.0
1.3,Very Good,G,VS1,62.5,58.0
0.7,Premium,H,VS2,62.2,58.0
0.5,Ideal,E,VVS2,62.2,57.0
1.23,Premium,G,VS1,61.8,58.0
0.31,Ideal,H,IF,60.8,57.0
1.01,Very Good,E,VS2,62.2,58.0
0.54,Very Good,G,SI1,60.4,56.0
0.25,Very Good,E,VVS2,62.2,57.0
1.53,Premium,F,SI2,60.9,60.0
2.03,Very Good,J,SI2,60.9,60.0
1.81,Premium,I,VS2,62.7,58.0
0.76,Premium,G,VS2,61.8,58.0
1.2,Very Good,F,VS1,62.6,59.0
0.41,Ideal,E,SI1,61.4,57.0
0.5,Very Good,E,SI1,62.4,58.0
1.13,Fair,F,VS1,64.5,55.0
0.3,Very Good,E,VS1,63.8,59.0
0.39,Premium,G,IF,59.0,60.0
0.3,Very Good,G,VVS2,61.3,58.0
1.32,Very Good,H,SI1,63.5,57.0
0.3,Premium,H,VVS2,62.9,57.0
1.01,Very Good,D,VS2,60.4,58.0
1.01,Premium,F,VS1,62.6,58.0
1.02,Very Good,G,VS2,61.9,54.0
1.02,Ideal,G,VVS2,61.6,57.0
1.19,Premium,G,VS1,61.2,55.0
2.02,Fair,J,VS1,64.6,59.0
2.08,Premium,F,SI2,62.0,60.0
0.24,Ideal,F,VS2,61.8,57.0
1.09,Ideal,G,SI2,62.1,56.0
0.31,Ideal,D,VS2,61.6,57.0
0.4,Ideal,F,VS2,61.9,55.0
1.07,Ideal,G,VS1,61.8,57.0
0.77,Ideal,H,SI2,60.8,57.0
1.0,Very Good,F,SI2,62.6,59.0
0.9,Good,E,SI1,58.1,64.0
0.59,Premium,H,VVS1,62.0,58.0
0.61,Ideal,I,VVS1,62.5,54.0
0.57,Premium,F,VS2,62.0,54.0
0.73,Ideal,G,SI1,60.1,57.0
0.71,Ideal,G,SI1,62.5,57.0
1.04,Premium,G,SI2,60.9,58.0
1.02,Premium,H,VS2,60.0,58.0
0.72,Ideal,F,VS1,61.5,56.0
1.03,Premium,J,SI2,62.0,58.0
0.39,Premium,J,VS2,61.3,60.0
0.71,Fair,G,VVS1,62.8,57.0
0.31,Premium,G,VS2,61.8,58.0
0.7,Very Good,F,VS2,62.3,56.0
0.3,Ideal,G,IF,62.1,55.0
2.03,Ideal,G,SI1,60.3,56.0
1.58,Ideal,H,VVS2,62.0,56.0
0.35,Ideal,H,VVS1,61.7,56.0
0.79,Very Good,D,SI2,59.7,58.0
0.56,Ideal,D,VS2,61.1,56.0
0.38,Ideal,I,VS2,61.4,55.0
0.75,Ideal,E,VS2,62.0,56.0
2.07,Premium,F,SI2,60.7,59.0
1.21,Very Good,H,SI1,60.4,58.0
1.06,Ideal,I,SI1,62.6,56.0
0.72,Premium,G,VVS2,61.6,58.0
1.37,Very Good,G,SI2,62.8,57.0
0.38,Premium,H,VS2,60.5,59.0
1.01,Premium,H,VS2,61.6,59.0
0.43,Ideal,G,VS1,61.1,56.0
0.32,Ideal,G,VS2,61.6,57.0
1.02,Premium,G,VS2,62.5,58.0
1.59,Ideal,J,SI2,62.1,54.0
0.58,Premium,F,SI1,61.0,57.0
0.55,Ideal,F,VS2,61.4,56.0
0.29,Ideal,G,VS1,61.9,55.0
0.38,Ideal,G,SI1,60.9,56.0
0.28,Ideal,E,VS1,61.4,56.0
1.33,Ideal,D,VS2,62.8,56.0
1.02,Very Good,D,SI2,58.6,63.0
0.31,Very Good,G,VS2,61.4,55.0
0.91,Fair,H,SI2,61.3,67.0
0.72,Very Good,G,VS1,60.6,56.0
1.02,Very Good,F,SI1,63.2,59.0
0.38,Premium,H,SI1,59.7,60.0
1.03,Ideal,G,VVS1,62.0,56.0
0.31,Ideal,H,SI1,61.5,55.0
1.51,Fair,H,VS2,57.4,61.0
0.31,Ideal,H,VVS2,62.5,55.0
1.01,Premium,G,VS2,61.5,56.0
0.6,Good,E,VVS2,64.2,55.0
0.53,Ideal,G,VVS2,62.1,54.0
2.37,Ideal,J,VS2,62.2,57.0
0.34,Ideal,G,VS2,62.2,55.0
0.31,Premium,G,VS2,62.2,59.0
0.51,Premium,H,SI1,60.6,59.0
0.9,Good,F,SI1,63.9,58.0
0.5,Good,D,SI1,64.1,56.0
0.33,Premium,E,VS2,61.0,60.0
0.42,Good,G,SI1,63.1,56.0
1.05,Very Good,J,SI2,60.9,60.0
0.38,Ideal,D,SI2,61.1,56.0
0.32,Ideal,G,VS1,61.8,55.0
2.24,Premium,I,SI2,61.9,58.0
0.76,Good,E,SI2,58.8,59.0
1.51,Very Good,E,SI2,61.9,57.0
0.57,Very Good,G,VS2,62.2,60.0
0.82,Premium,H,VS2,62.6,59.0
0.25,Very Good,F,VVS1,61.1,57.0
0.41,Good,E,SI1,63.9,58.0
0.84,Ideal,G,VS2,62.0,55.0
1.01,Ideal,D,VVS1,62.5,55.0
0.4,Ideal,H,VS2,61.9,55.0
0.3,Good,J,VS1,63.4,57.0
0.9,Premium,E,SI1,60.8,59.0
0.56,Ideal,H,SI1,61.9,58.0
0.73,Ideal,I,VS1,61.6,55.0
2.01,Good,I,SI1,63.8,57.0
2.16,Ideal,I,SI2,61.9,54.0
0.32,Very Good,G,VS1,62.8,59.0
0.37,Premium,D,VVS1,61.4,58.0
0.42,Very Good,E,SI2,58.8,60.0
0.8,Premium,F,VS2,62.0,61.0
0.41,Good,I,VVS2,63.5,57.0
0.91,Very Good,D,VS2,62.7,59.0
0.54,Ideal,H,VS1,61.8,56.0
0.56,Ideal,F,SI2,61.8,57.0
0.33,Ideal,H,VVS2,61.9,57.0
0.3,Premium,G,VVS2,62.6,58.0
0.9,Very Good,F,SI1,62.5,59.0
0.57,Ideal,F,VVS1,61.1,55.0
0.56,Ideal,F,VS2,61.6,55.0
0.32,Ideal,E,VVS1,62.3,54.0
1.41,Good,H,VS2,63.8,60.0
0.23,Very Good,F,VS1,63.2,58.0
0.91,Very Good,E,VS1,61.9,59.0
0.52,Ideal,G,VS1,60.9,55.0
0.3,Good,H,SI1,63.8,55.0
0.41,Ideal,E,VS1,62.1,55.0
1.51,Very Good,J,SI1,62.3,59.0
0.7,Fair,F,SI1,65.9,59.0
1.5,Fair,F,SI2,65.3,57.0
0.54,Ideal,F,VS1,60.7,59.0
0.5,Ideal,D,SI1,61.7,56.0
0.54,Ideal,E,SI1,61.5,56.0
1.01,Premium,D,VVS2,60.2,58.0
1.13,Ideal,E,VS2,61.4,58.0
2.11,Ideal,I,VS1,61.9,57.0
0.34,Ideal,E,VVS1,62.2,56.0
0.7,Premium,I,SI2,62.4,58.0
2.24,Very Good,I,SI2,61.7,57.7
0.71,Ideal,E,VS1,62.4,57.0
0.49,Premium,F,SI1,58.7,60.0
0.9,Very Good,E,VS2,63.3,59.0
0.31,Ideal,E,VS1,60.2,56.0
0.52,Very Good,G,VS2,63.2,58.0
0.26,Ideal,F,VVS1,62.7,55.0
1.0,Very Good,F,SI1,61.6,61.0
1.03,Ideal,G,SI2,61.7,55.0
0.5,Good,F,VS2,63.3,57.0
0.39,Premium,E,VS2,61.4,58.0
0.91,Very Good,D,SI1,59.3,58.0
1.0,Premium,H,SI1,62.1,56.0
0.51,Very Good,F,VVS2,60.3,55.0
0.51,Premium,G,VS1,59.6,58.0
0.39,Very Good,D,VVS1,63.0,60.0
0.34,Ideal,E,VS2,62.6,55.0
1.5,Premium,G,VS2,58.4,58.0
0.35,Very Good,G,VVS1,59.3,61.0
0.55,Ideal,D,VS1,61.3,56.0
1.0,Fair,F,SI2,59.0,67.0
0.56,Ideal,G,SI1,61.6,59.0
0.49,Premium,F,SI2,62.2,59.0
1.17,Ideal,G,SI2,62.0,55.0
0.34,Very Good,F,SI2,60.6,58.0
1.19,Ideal,G,VS1,62.4,54.0
0.32,Ideal,D,SI2,62.6,56.0
0.32,Ideal,H,VVS1,61.6,55.0
0.73,Very Good,E,VVS2,60.2,60.0
0.9,Fair,D,VS2,57.5,66.0
1.13,Very Good,H,VS2,61.7,56.0
0.43,Ideal,D,VS1,62.1,55.0
0.31,Premium,F,SI1,60.7,58.0
0.71,Ideal,H,VS1,60.3,59.0
0.5,Very Good,E,SI1,61.5,62.0
1.25,Premium,J,SI2,62.3,59.0
0.31,Ideal,H,IF,60.0,57.0
0.34,Very Good,E,SI1,62.9,55.0
0.32,Premium,H,VS1,61.6,59.0
1.03,Premium,D,VS2,62.9,59.0
0.7,Ideal,H,VS1,61.9,55.0
0.3,Very Good,H,VS2,60.9,61.0
0.31,Ideal,H,VVS2,62.2,57.0
0.9,Fair,J,VS1,65.4,60.0
0.41,Ideal,E,VS2,62.0,56.0
1.2,Good,E,VS2,63.7,57.0
0.3,Very Good,G,VS1,62.4,58.0
0.5,Ideal,F,SI2,62.0,55.0
0.38,Premium,H,VS2,60.5,59.0
0.31,Premium,J,SI1,61.9,59.0
0.9,Very Good,I,VS2,62.3,64.0
0.31,Ideal,I,VVS2,61.6,57.0
0.72,Very Good,G,VS1,60.5,57.0
0.31,Good,H,VS2,63.2,57.0
2.19,Premium,I,SI2,62.5,58.0
0.32,Very Good,H,VS1,63.1,57.0
0.3,Ideal,F,SI1,61.4,55.0
2.01,Good,H,I1,61.7,63.0
0.75,Ideal,G,VS2,61.6,55.0
0.3,Very Good,D,SI2,62.4,59.0
1.2,Ideal,F,VVS1,62.0,56.0
1.2,Ideal,J,SI2,59.1,62.0
1.13,Ideal,I,SI1,61.9,57.0
0.9,Very Good,I,VS2,62.8,52.0
1.5,Very Good,J,SI2,58.7,60.0
0.9,Ideal,H,VS2,62.7,57.0
1.01,Very Good,F,IF,63.5,59.0
0.7,Premium,F,SI2,58.4,61.0
0.24,Very Good,E,VVS2,61.1,60.0
0.53,Ideal,I,SI2,62.0,54.0
1.01,Premium,H,SI1,62.8,58.0
0.43,Good,E,VS1,59.9,61.0
0.55,Very Good,F,SI1,63.3,58.0
2.01,Good,I,SI1,58.8,60.0
0.72,Ideal,G,SI2,62.3,54.0
0.27,Very Good,E,VS1,60.2,58.0
1.15,Ideal,H,SI1,61.9,55.0
2.11,Premium,I,SI2,58.4,62.0
0.41,Ideal,F,VS2,61.8,57.0
0.78,Ideal,D,VS2,62.2,55.0
0.9,Good,F,VS1,63.5,57.0
1.01,Premium,E,SI1,59.5,60.0
1.06,Very Good,F,SI2,60.0,59.0
0.84,Ideal,J,VS2,61.1,57.0
0.41,Ideal,E,VVS2,62.0,55.0
0.41,Ideal,J,VS1,60.2,57.0
0.3,Ideal,G,VVS2,61.6,57.0
1.0,Ideal,F,SI1,62.7,57.0
0.9,Very Good,F,SI2,62.4,58.0
1.23,Ideal,G,VVS2,60.3,57.0
0.73,Ideal,J,VVS2,61.2,56.0
0.9,Premium,G,SI2,62.4,55.0
0.7,Very Good,H,SI1,62.7,56.0
1.0,Very Good,H,SI1,61.8,57.0
0.3,Ideal,E,VS2,61.8,57.0
0.91,Very Good,H,VS2,60.8,58.0
0.36,Ideal,I,IF,61.9,54.0
0.31,Very Good,D,SI2,62.7,59.0
1.02,Premium,G,SI1,58.9,59.0
0.42,Premium,E,VS2,61.0,60.0
1.52,Premium,D,SI2,59.2,62.0
0.52,Very Good,E,VS2,61.5,58.0
1.0,Ideal,H,SI2,61.2,57.0
0.36,Premium,H,VS1,60.5,59.0
0.9,Good,I,VS2,63.7,61.0
0.7,Ideal,H,VVS1,61.7,54.0
2.02,Good,F,SI2,57.1,60.0
1.0,Good,F,VS2,63.8,58.0
1.25,Good,H,SI1,63.7,58.0
1.04,Very Good,G,VS2,61.4,63.0
0.33,Ideal,E,VS1,62.6,57.0
1.01,Very Good,D,VS1,63.1,58.0
0.8,Very Good,F,VS1,63.7,56.0
1.28,Very Good,H,SI2,60.2,58.0
0.33,Premium,G,VVS2,61.0,58.0
0.41,Ideal,G,VVS2,61.3,56.0
0.55,Premium,D,SI1,62.7,59.0
0.32,Premium,F,VS2,61.2,59.0
0.51,Ideal,G,VS1,59.7,57.0
0.5,Premium,I,SI2,59.8,56.0
0.41,Very Good,D,SI2,63.8,57.0
0.3,Ideal,H,IF,61.8,57.0
1.29,Very Good,G,SI2,63.2,54.0
1.5,Ideal,G,VS2,60.7,54.0
0.41,Ideal,F,VVS2,61.9,55.0
0.42,Premium,G,VS1,60.9,58.0
1.52,Ideal,I,SI1,61.2,55.4
0.7,Very Good,H,VS2,60.0,55.0
0.73,Very Good,F,SI1,59.7,60.0
0.51,Premium,D,VS2,62.7,59.0
0.72,Ideal,G,VS2,61.0,55.0
0.9,Good,E,SI1,58.3,61.0
0.31,Ideal,G,VVS1,61.6,56.0
0.8,Ideal,G,SI2,62.0,56.0
0.27,Very Good,H,VVS1,61.2,57.0
0.5,Ideal,F,SI2,60.9,57.0
0.3,Ideal,G,VVS2,62.9,55.0
0.35,Ideal,G,VVS1,60.7,56.0
0.35,Premium,J,VS1,62.4,58.0
0.31,Premium,H,VS1,61.1,59.0
0.72,Premium,G,VS2,62.3,59.0
1.01,Premium,F,SI2,60.0,59.0
0.9,Good,I,VS1,63.5,61.0
0.34,Ideal,J,VS1,62.0,54.0
0.23,Very Good,D,VVS2,58.9,60.0
0.9,Very Good,I,SI2,60.5,56.0
0.31,Ideal,D,SI1,61.4,55.0
1.02,Fair,H,VS2,64.6,61.0
1.0,Very Good,G,SI2,62.6,58.0
1.59,Ideal,I,VS2,61.7,57.0
1.5,Premium,E,SI2,61.5,60.0
0.7,Very Good,H,VS2,62.3,56.0
1.23,Ideal,D,SI2,62.4,56.0
0.32,Ideal,G,VS1,61.3,55.0
0.23,Very Good,E,VVS1,62.0,58.0
1.53,Very Good,H,SI2,60.6,63.0
0.32,Very Good,E,SI1,62.2,58.0
0.25,Good,E,IF,65.6,54.0
0.31,Premium,H,SI1,62.7,58.0
1.51,Very Good,J,SI1,63.1,55.0
0.4,Ideal,D,VVS1,62.8,57.0
0.57,Ideal,H,SI1,59.3,60.0
0.43,Premium,E,SI2,61.0,60.0
0.9,Very Good,I,SI1,61.8,56.0
0.35,Ideal,G,IF,60.7,57.0
0.9,Very Good,F,SI2,62.3,58.0
0.61,Ideal,G,SI1,61.4,56.0
0.37,Premium,H,SI1,60.4,59.0
1.29,Fair,G,I1,66.0,58.0
1.22,Ideal,G,VS1,62.5,57.0
1.21,Ideal,D,VS1,60.1,60.0
1.56,Ideal,H,SI1,62.4,54.0
0.35,Ideal,I,IF,61.1,56.0
0.51,Ideal,G,SI1,61.3,55.0
2.04,Premium,I,SI2,60.3,60.0
1.75,Premium,I,VS1,60.6,60.0
1.38,Ideal,G,VS1,62.2,54.0
0.33,Premium,I,VVS1,61.9,60.0
0.73,Ideal,D,VS1,60.9,55.0
2.05,Ideal,F,SI2,62.2,57.0
0.23,Very Good,F,VS2,61.0,59.0
0.42,Good,G,VVS1,63.6,55.0
0.7,Very Good,E,SI1,63.2,57.0
0.34,Very Good,H,VS1,62.3,57.0
1.06,Premium,G,VS1,62.2,55.0
0.58,Ideal,F,VS1,61.9,56.0
2.03,Ideal,I,SI2,61.1,56.0
0.52,Very Good,E,SI2,62.6,58.0
1.54,Fair,E,SI1,64.7,56.0
0.38,Ideal,I,VS1,61.9,54.1
1.52,Good,I,SI1,64.0,58.0
1.51,Ideal,H,VS2,62.5,56.0
1.33,Ideal,H,VS1,59.3,57.0
1.28,Ideal,E,VS1,62.2,55.0
0.24,Premium,E,VVS1,60.3,61.0
0.37,Ideal,G,VVS1,61.4,55.0
1.2,Ideal,J,VS2,62.2,54.0
0.3,Ideal,D,VS2,60.8,57.0
0.3,Premium,D,VS2,61.0,58.0
0.31,Ideal,D,VS2,61.2,55.0
0.92,Ideal,D,SI2,60.3,56.0
0.3,Ideal,F,VVS1,62.2,53.0
0.9,Ideal,J,VS1,62.6,54.0
0.31,Ideal,E,VS2,61.7,55.0
0.41,Very Good,F,VS2,62.8,58.0
1.51,Ideal,J,VS2,62.4,57.0
0.38,Ideal,F,VVS2,60.3,55.0
2.04,Premium,I,SI2,60.2,59.0
2.25,Very Good,J,SI2,58.4,63.0
1.0,Premium,E,I1,60.9,61.0
0.23,Ideal,F,VVS2,62.0,56.0
2.05,Premium,D,SI1,60.4,58.0
1.0,Ideal,E,SI1,61.5,57.0
1.0,Ideal,G,VVS2,59.8,54.0
1.01,Very Good,E,SI2,63.3,57.0
0.9,Very Good,F,SI2,61.8,60.0
1.0,Very Good,E,SI2,62.9,60.0
1.01,Fair,E,SI2,64.7,55.0
1.01,Premium,G,SI1,62.9,61.0
0.7,Fair,E,VS2,60.6,64.0
0.42,Ideal,E,SI2,62.4,55.0
0.51,Premium,E,VS2,60.3,59.0
0.9,Ideal,G,SI2,60.6,55.0
0.51,Very Good,G,VS1,61.0,56.0
1.06,Ideal,G,SI2,61.0,57.0
0.36,Ideal,D,SI1,62.1,56.0
1.12,Premium,H,VS2,60.6,59.0
0.3,Very Good,E,VS2,62.1,59.0
0.41,Ideal,I,VVS2,61.6,55.0
1.0,Premium,G,VS2,62.0,57.0
0.7,Very Good,E,VVS1,60.9,59.0
1.7,Ideal,D,SI2,60.7,56.0
0.61,Ideal,D,SI1,61.4,56.0
0.71,Ideal,F,VS1,61.7,55.0
0.36,Ideal,E,VS1,61.6,57.0
2.02,Good,I,SI1,64.3,56.0
0.71,Premium,E,SI1,63.0,58.0
1.18,Very Good,E,VVS2,61.5,58.0
0.66,Premium,F,VS1,60.8,58.0
0.72,Premium,D,VS2,61.0,59.0
0.77,Premium,D,SI1,59.5,60.0
1.01,Premium,D,SI1,61.2,60.0
0.3,Good,D,VS1,61.7,62.0
1.5,Premium,E,VS1,62.5,58.0
0.31,Ideal,E,VVS1,62.5,54.0
0.75,Very Good,F,VS1,63.2,57.0
0.53,Ideal,F,VS1,61.6,55.0
0.3,Very Good,I,VVS2,63.0,57.0
1.21,Premium,H,VS1,62.3,58.0
0.3,Premium,D,VS1,59.4,60.0
1.06,Premium,E,VS1,63.0,58.0
0.38,Premium,F,VS1,60.2,58.0
0.79,Ideal,I,VS2,63.0,58.0
0.3,Good,H,VVS2,63.6,56.0
1.02,Ideal,H,SI1,58.8,57.0
1.66,Ideal,I,VS2,62.3,54.0
1.01,Premium,H,SI2,60.6,61.0
0.43,Premium,D,SI1,61.1,59.0
0.77,Very Good,H,SI1,61.7,56.0
0.31,Ideal,I,VVS1,61.4,54.0
1.24,Ideal,J,VS2,62.1,56.0
0.7,Premium,E,SI2,62.9,59.0
0.31,Ideal,G,IF,61.9,55.0
1.02,Good,I,SI2,63.6,56.0
0.61,Premium,D,SI2,60.8,57.0
1.0,Premium,E,SI1,61.1,60.0
1.08,Ideal,G,SI2,62.3,56.0
0.25,Very Good,F,VVS2,62.0,59.0
0.5,Ideal,E,SI1,61.6,57.0
0.77,Ideal,H,SI1,62.4,56.0
0.9,Good,G,VS2,62.9,62.0
0.3,Ideal,H,VVS1,62.2,57.0
1.51,Premium,J,VS1,62.1,58.0
0.38,Ideal,E,VS1,62.1,56.0
0.48,Very Good,E,VS1,62.2,62.0
0.38,Ideal,E,SI1,61.9,55.0
0.42,Very Good,D,SI1,60.2,58.0
0.3,Ideal,I,SI1,61.5,57.0
0.3,Premium,G,IF,58.4,62.0
1.01,Good,F,VS2,60.6,62.0
0.3,Ideal,G,VVS2,62.9,55.0
0.72,Premium,I,SI1,61.5,59.0
0.32,Very Good,D,SI1,63.3,57.0
0.59,Ideal,D,VS1,60.9,56.0
0.55,Premium,E,VS2,59.1,60.0
0.31,Ideal,F,VVS1,62.4,57.0
0.59,Premium,G,VS1,62.5,53.0
1.07,Very Good,H,VS1,62.5,56.0
0.44,Premium,H,SI2,59.6,60.0
0.3,Ideal,F,IF,61.8,56.0
1.21,Very Good,H,VS1,63.4,55.0
1.4,Good,H,SI2,62.5,57.0
0.31,Ideal,D,SI2,62.6,57.0
0.3,Ideal,I,VS1,62.5,57.0
0.41,Ideal,E,VVS1,62.1,56.0
0.38,Premium,D,SI1,62.2,58.0
0.3,Ideal,F,VVS1,61.5,58.0
2.01,Very Good,I,SI1,61.8,62.0
0.8,Premium,E,VS2,63.0,56.0
1.1,Ideal,G,VS1,61.9,55.0
0.43,Premium,F,VS1,59.9,58.0
1.51,Premium,J,VVS2,62.6,59.0
0.42,Ideal,E,SI1,62.3,57.0
0.7,Very Good,F,VS2,60.5,58.0
1.0,Good,D,SI1,64.3,62.0
0.86,Premium,F,SI1,62.6,58.0
2.19,Premium,I,SI2,60.8,60.0
0.4,Ideal,E,SI1,62.0,57.0
1.16,Premium,H,SI1,62.8,57.0
1.23,Ideal,F,VS1,62.5,54.0
0.71,Ideal,H,SI2,61.5,56.0
0.32,Ideal,D,VS2,62.2,56.0
0.39,Very Good,G,VS2,63.4,57.0
0.25,Very Good,F,VVS2,61.6,57.0
1.0,Good,D,VS1,62.7,62.0
1.51,Ideal,E,SI2,62.7,55.0
0.85,Ideal,I,SI1,61.4,56.0
0.3,Ideal,H,VVS2,61.6,55.0
0.32,Ideal,D,VS2,61.0,57.0
0.31,Ideal,F,IF,61.4,56.0
2.06,Ideal,I,SI1,61.9,56.0
0.32,Premium,E,SI2,59.7,60.0
0.58,Ideal,F,VVS1,61.7,55.0
1.05,Premium,G,IF,60.6,60.0
0.56,Ideal,H,VS2,61.8,54.0
0.9,Premium,G,SI1,60.6,62.0
0.31,Premium,G,VVS2,62.2,59.0
0.38,Very Good,E,VS2,60.5,62.0
1.04,Very Good,H,I1,61.6,61.0
1.28,Premium,H,SI1,62.0,62.0
1.05,Premium,E,SI1,61.2,58.0
0.39,Ideal,E,VS1,60.8,56.0
0.32,Ideal,G,VVS2,61.7,57.0
2.01,Very Good,H,SI1,60.6,62.0
1.01,Premium,H,VS2,61.3,58.0
0.9,Good,E,SI1,63.9,57.0
0.7,Fair,G,VVS2,65.3,61.0
0.9,Premium,D,VS2,61.6,62.0
1.19,Premium,G,VS2,62.3,58.0
1.04,Very Good,H,VVS2,59.1,60.0
0.51,Premium,J,SI1,62.6,59.0
1.2,Premium,H,VS1,61.7,59.0
0.7,Premium,F,SI2,62.9,57.0
1.0,Premium,D,SI1,62.1,58.0
0.93,Premium,F,SI1,62.5,58.0
0.5,Ideal,I,SI1,61.5,54.0
0.81,Ideal,E,VVS1,62.5,54.0
0.41,Premium,G,SI1,61.7,59.0
1.01,Very Good,G,VVS2,63.2,59.0
0.51,Ideal,E,SI1,61.5,55.0
2.11,Very Good,E,SI2,62.4,61.0
1.06,Ideal,G,VVS2,62.9,56.0
1.01,Ideal,E,SI1,61.6,59.0
1.53,Very Good,E,SI2,63.1,59.0
0.41,Ideal,D,SI1,63.0,53.0
0.77,Good,H,SI1,63.0,65.0
0.26,Very Good,E,VVS1,62.9,58.0
1.51,Good,G,VVS2,63.8,59.0
0.91,Good,D,SI1,63.1,61.0
1.7,Very Good,H,VS2,63.3,58.0
1.5,Good,H,VS1,63.4,59.0
0.33,Ideal,H,VS1,61.5,56.0
0.54,Ideal,I,VS1,62.3,57.0
0.7,Premium,F,SI2,61.7,62.0
0.28,Ideal,G,SI1,60.7,56.0
2.01,Ideal,J,VS1,60.9,56.0
0.77,Ideal,D,SI1,62.6,57.0
0.4,Very Good,G,SI2,63.1,59.0
0.46,Very Good,E,VS1,58.7,60.0
1.05,Very Good,F,VVS2,61.3,59.0
1.02,Good,F,VS1,63.7,57.0
0.33,Ideal,G,VS1,62.1,56.0
1.5,Ideal,G,VS2,62.2,58.0
0.3,Good,D,SI2,60.8,65.0
0.35,Ideal,G,VS2,61.3,56.0
1.0,Very Good,I,SI2,62.4,63.0
2.0,Very Good,E,SI2,60.5,60.0
0.3,Ideal,H,IF,62.1,55.0
1.2,Very Good,D,VS2,63.5,58.0
0.5,Very Good,G,SI1,60.6,56.0
0.7,Ideal,F,SI1,61.1,57.0
1.5,Good,I,SI1,62.9,60.0
1.24,Premium,D,VS2,59.3,58.0
0.31,Ideal,G,VVS2,62.7,57.0
0.3,Premium,E,VS2,59.1,58.0
0.51,Very Good,G,SI1,63.1,56.0
0.71,Ideal,F,I1,60.1,57.0
1.22,Good,H,VS2,63.8,55.0
0.74,Good,G,SI1,64.2,59.0
0.3,Ideal,I,VS1,62.5,54.0
1.07,Premium,J,SI2,62.4,58.0
1.0,Ideal,E,SI2,62.9,56.0
0.85,Ideal,H,SI2,61.8,54.0
1.03,Ideal,F,VS1,62.3,57.0
0.7,Ideal,F,VVS2,61.7,55.0
0.9,Good,G,VS2,62.1,59.0
0.71,Premium,E,SI2,59.0,60.0
0.31,Ideal,G,VVS1,61.4,57.0
1.01,Very Good,E,SI1,62.9,59.0
0.41,Very Good,D,SI1,60.3,63.0
0.38,Ideal,G,SI1,61.3,56.0
0.91,Very Good,I,VS2,61.5,58.0
0.53,Ideal,H,VS1,61.2,56.0
0.73,Very Good,D,SI1,60.8,59.0
0.39,Ideal,J,VS2,61.8,55.9
0.73,Very Good,H,VS1,61.6,59.0
1.7,Very Good,H,VVS2,63.2,56.0
0.5,Premium,E,SI1,62.3,58.0
0.3,Premium,I,VS1,60.5,60.0
1.16,Very Good,G,SI1,60.5,60.0
1.17,Ideal,F,SI1,62.2,56.0
0.3,Premium,H,IF,60.4,60.0
1.02,Very Good,J,SI2,62.9,59.0
1.21,Very Good,F,VS2,63.3,58.0
1.0,Fair,G,SI1,64.7,60.0
2.01,Ideal,H,SI1,61.9,60.0
0.77,Fair,D,SI2,65.1,63.0
1.0,Good,D,VS2,62.8,61.0
0.3,Good,E,VVS1,61.2,63.0
0.71,Very Good,E,SI1,62.0,55.0
1.0,Good,F,SI1,64.1,60.0
0.71,Very Good,D,SI1,63.1,56.0
0.41,Ideal,E,VS1,62.1,56.0
1.69,Very Good,E,VS2,62.7,58.0
0.38,Ideal,I,SI1,62.3,56.0
1.55,Ideal,E,VS2,61.9,58.0
0.53,Very Good,G,VS1,63.4,56.0
0.56,Ideal,H,VS2,62.4,56.0
0.33,Ideal,H,IF,61.9,55.0
0.4,Ideal,H,VVS2,61.4,55.7
0.32,Ideal,G,VS2,61.8,55.0
1.03,Ideal,D,SI2,60.7,55.0
0.35,Ideal,H,SI1,61.5,56.0
0.32,Very Good,H,VS1,58.9,63.0
0.38,Ideal,E,VVS1,61.9,53.7
0.25,Ideal,H,VVS1,62.5,56.0
0.31,Ideal,H,VS1,62.1,54.0
0.54,Ideal,E,VS2,61.9,57.0
0.41,Ideal,F,VVS2,61.7,57.0
0.91,Very Good,E,SI1,63.3,56.0
1.22,Very Good,H,VS1,62.4,59.0
